ens_gene,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
WBGene00003397,mom-5,0.974192439,0.996006435,-0.002660557,0.082241302,8.61657538,0.01271668,2.25E-04,0.013860578,0.022320693,0.022320693
WBGene00022542,ZC190.8,0.974105154,0.996006435,-0.004828918,0.14876484,3.804070158,0.066457636,0.026379287,0.047154504,0.047390638,0.047390638
WBGene00016150,hint-3,0.973206631,0.996006435,-0.002894086,0.086167296,6.434115642,0.036368145,0.001791386,0.009479492,0.022957957,0.022957957
WBGene00017432,F13H6.4,0.974174598,0.996006435,0.006352047,0.196214369,2.953002784,0.101606128,0.058830745,0.057733314,0.06950285,0.06950285
WBGene00020093,R144.3,0.973935176,0.996006435,0.002778569,0.085041153,6.519594652,0.023008221,0.001491327,0.021933386,0.022615332,0.022615332
WBGene00017099,E02H9.1,0.972755779,0.996006435,0.012700879,0.37189044,1.594888792,0.277016716,0.294214576,0.021656354,0.166793755,0.166793755
WBGene00006668,twk-13,0.973562948,0.996006435,0.003391462,0.102337438,5.346304974,0.016664642,0.004729176,0.012869849,0.030180661,0.030180661
WBGene00014011,ZK632.2,0.972611289,0.996006435,-0.002783023,0.081058757,8.405377994,0.010648974,2.41E-04,0.01155822,0.021660805,0.021660805
WBGene00010283,ccz-1,0.973461427,0.996006435,0.002638322,0.079306749,7.653608572,0.010189257,4.79E-04,0.010725891,0.020485975,0.020485975
WBGene00021980,glb-32,0.974772639,0.996050607,-0.006023322,0.190472339,3.071672719,0.118196362,0.055685283,0.059465785,0.06524709,0.06524709
WBGene00008315,C54G4.5,0.97493313,0.996050607,0.0049535,0.157645179,3.572304033,0.037448859,0.030918524,0.011714354,0.051921484,0.051921484
WBGene00044638,F23A7.8,0.974980159,0.996050607,-0.003699307,0.117951839,8.361759501,0.042195085,2.58E-04,0.046117698,0.021542987,0.046117698
WBGene00009691,F44E5.4,0.974980652,0.996050607,-0.038145647,1.216292038,3.469452059,5.381842161,1.776840432,3.154380638,0.054190991,3.154380638
WBGene00000103,akt-2,0.974791803,0.996050607,-0.002945381,0.093211067,5.885000264,0.009902283,0.003022419,0.003631066,0.025938591,0.025938591
WBGene00002128,inx-6,0.974866702,0.996050607,0.00410056,0.130155313,4.608785381,0.051186017,0.011388887,0.045079131,0.03800587,0.045079131
WBGene00019679,K12H4.4,0.97468182,0.996050607,-0.002518593,0.079358367,7.679445813,0.004354347,4.97E-04,0.00354083,0.020495224,0.020495224
WBGene00007802,cutl-27,0.974972582,0.996050607,-0.011457919,0.365223342,2.062599157,0.429581321,0.193355332,0.251271633,0.120466681,0.251271633
WBGene00018038,F35C8.8,0.975089686,0.996100668,0.00671847,0.215159577,2.819202697,0.10040982,0.079406732,0.031255657,0.074905413,0.074905413
WBGene00020601,T20B12.3,0.975255804,0.996159947,-0.00246376,0.079431994,7.822350412,0.010871552,4.44E-04,0.010844434,0.020587306,0.020587306
WBGene00019089,clec-206,0.975267784,0.996159947,0.006004424,0.193677343,3.464223853,0.152350588,0.0364169,0.088619477,0.054311523,0.088619477
WBGene00019817,R02C2.6,0.975539943,0.996218243,0.004870067,0.15883619,3.571132898,0.078317423,0.03215015,0.036037985,0.051946301,0.051946301
WBGene00007088,B0001.3,0.975745127,0.996218243,0.002410033,0.079267876,7.698184647,0.006332306,4.41E-04,0.006222208,0.020503355,0.020503355
WBGene00021515,set-23,0.975453896,0.996218243,-0.002819013,0.091619116,5.970040379,0.014007271,0.002583827,0.010485202,0.025396381,0.025396381
WBGene00008892,clec-246,0.975571287,0.996218243,-0.007941153,0.259331427,2.530322009,0.263820238,0.124721667,0.099454296,0.088962354,0.099454296
WBGene00020153,nhr-212,0.975632226,0.996218243,-0.003909177,0.127979976,4.30399377,0.02837734,0.013948257,0.017062344,0.040647991,0.040647991
WBGene00009049,F22B8.7,0.975722175,0.996218243,-0.003035049,0.099730736,5.860976622,0.030963276,0.003089533,0.030064533,0.026096529,0.030064533
WBGene00004454,rpl-36.A,0.975605245,0.996218243,0.003274075,0.107069192,10.57533503,0.011948667,2.54E-05,0.012838771,0.038187288,0.038187288
WBGene00012851,Y44A6C.2,0.975928601,0.996272645,-0.004817231,0.159650504,5.249785426,0.080783259,0.006230797,0.078730147,0.031167638,0.078730147
WBGene00001602,gln-1,0.976085202,0.996272645,0.002644616,0.08822079,6.199267128,0.004167109,0.001867278,0.00277,0.024075749,0.024075749
WBGene00017020,D1014.7,0.976171263,0.996272645,-0.011729735,0.392701596,4.10839272,0.46191346,0.022595706,0.491452771,0.042671464,0.491452771
WBGene00007378,C06C3.8,0.976218703,0.996272645,0.005510499,0.184854965,3.292696147,0.069947374,0.055314921,0.021031544,0.058589605,0.058589605
WBGene00007281,C03E10.3,0.976183163,0.996272645,0.004737203,0.158676805,3.533645679,0.05300207,0.03117506,0.028156755,0.052752701,0.052752701
WBGene00007555,dohh-1,0.9761223,0.996272645,-0.00239307,0.079953627,7.286212708,0.01012137,7.00E-04,0.010167386,0.020608127,0.020608127
WBGene00007593,C14H10.3,0.976201358,0.996272645,0.002402155,0.080523854,7.157452699,0.015947587,8.28E-04,0.01763383,0.020785822,0.020785822
WBGene00001008,dlk-1,0.97659399,0.996306936,-0.002692791,0.091781042,6.76597062,0.024381512,0.001152582,0.026926616,0.021754192,0.026926616
WBGene00007914,mys-4,0.976503084,0.996306936,0.002343196,0.079556373,7.948078238,0.019542097,3.72E-04,0.020184149,0.020725211,0.020725211
WBGene00011143,R08D7.2,0.976496146,0.996306936,-0.002344951,0.07959246,7.558270547,0.017243981,6.45E-04,0.018060996,0.020471648,0.020471648
WBGene00006768,unc-32,0.976507057,0.996306936,0.002444217,0.083000279,8.744223035,0.002601164,1.69E-04,0.001784863,0.0227944,0.0227944
WBGene00018115,F36H9.7,0.976346228,0.996306936,0.009424226,0.317849639,1.909729147,0.223175301,0.203046594,0.054277324,0.133714716,0.133714716
WBGene00000236,bag-1,0.976612566,0.996306936,-0.002345564,0.080009677,7.825911079,0.019638145,3.99E-04,0.020939044,0.020590482,0.020939044
WBGene00018399,F43H9.3,0.976693807,0.996328559,-0.002405614,0.082344172,6.872242252,0.017060769,0.001166156,0.015239619,0.02143572,0.02143572
WBGene00019907,R05H11.1,0.976814166,0.996390082,0.002518673,0.086661846,6.376053015,0.021854399,0.001823528,0.022453352,0.023210724,0.023210724
WBGene00019208,lips-14,0.97690555,0.996405412,-0.009424407,0.325556089,3.713693387,0.317680252,0.029415992,0.32387323,0.049075287,0.32387323
WBGene00018089,F36D4.4,0.976997071,0.996405412,0.005559434,0.192809029,3.053030983,0.111243829,0.0503471,0.073570639,0.065880732,0.073570639
WBGene00007102,B0024.13,0.977009344,0.996405412,-0.002309948,0.080155045,7.242352078,0.01557535,7.56E-04,0.015379007,0.020659671,0.020659671
WBGene00006722,ubh-2,0.978353902,0.996455943,-0.002311732,0.085201005,6.502193233,0.0088562,0.001515186,0.007251241,0.022682185,0.022682185
WBGene00012768,eef-1B.2,0.978374261,0.996455943,-0.00233042,0.085970625,9.111368176,0.003465356,1.37E-04,0.003405625,0.024499334,0.024499334
WBGene00010752,K10G4.3,0.978013799,0.996455943,-0.007969247,0.289169293,2.64085305,0.301902747,0.111918989,0.166810611,0.083166283,0.166810611
WBGene00000263,F23H11.5,0.978045415,0.996455943,0.002210674,0.080331297,8.250211591,0.005406719,2.41E-04,0.005904398,0.02126944,0.02126944
WBGene00235333,C24H12.18,0.978143669,0.996455943,0.010564445,0.385616124,1.448134735,0.544181985,0.310344512,0.09123674,0.185321471,0.185321471
WBGene00017826,tag-340,0.977768252,0.996455943,0.002242326,0.080465355,8.229266236,0.010072638,3.60E-04,0.010778646,0.021222456,0.021222456
WBGene00010760,K10H10.4,0.97841938,0.996455943,-0.004218231,0.155938571,5.199728682,0.073071008,0.005921727,0.075134399,0.031700254,0.075134399
WBGene00000058,acr-19,0.977133919,0.996455943,0.006219195,0.216981666,3.189156086,0.142350115,0.045425871,0.11151094,0.061524835,0.11151094
WBGene00016998,D1005.4,0.97810139,0.996455943,0.003825078,0.139350732,3.936179814,0.031163431,0.019647891,0.013778562,0.045080864,0.045080864
WBGene00010713,uso-1,0.977397968,0.996455943,0.002261376,0.079819169,8.042765447,0.003664568,3.73E-04,0.00174468,0.020864035,0.020864035
WBGene00001743,grp-1,0.978560211,0.996455943,0.002389164,0.088902338,8.303458373,0.023924402,2.18E-04,0.026127327,0.021395084,0.026127327
WBGene00020294,T06F4.1,0.977670109,0.996455943,-0.003276286,0.117051914,4.860955659,0.012610881,0.010209576,0.003600779,0.035460926,0.035460926
WBGene00016905,ztf-3,0.97724859,0.996455943,0.002541285,0.089109961,6.422936028,0.013318727,0.003463235,0.011901686,0.023005382,0.023005382
WBGene00219460,K09H9.9,0.97776135,0.996455943,0.005370138,0.192646362,2.972739716,0.095742797,0.05494983,0.051733522,0.068758906,0.068758906
WBGene00010670,K08E4.6,0.977817704,0.996455943,0.002212508,0.07957239,7.939134682,0.018531179,3.92E-04,0.019019573,0.02071365,0.02071365
WBGene00016453,vet-2,0.977265828,0.996455943,-0.00366986,0.128780947,7.314581724,0.05429763,7.56E-04,0.054525752,0.020579951,0.054525752
WBGene00012757,Y41C4A.11,0.978494117,0.996455943,-0.004955137,0.183817065,3.131398863,0.064994972,0.049330535,0.014148228,0.063298509,0.063298509
WBGene00008092,gmeb-3,0.978507975,0.996455943,0.006016386,0.223329389,3.283921099,0.153116345,0.040886966,0.12536642,0.058827099,0.12536642
WBGene00006706,ubc-9,0.978067999,0.996455943,-0.002318909,0.084351116,8.925515734,0.014725237,1.47E-04,0.014703651,0.023570216,0.023570216
WBGene00009473,F36D3.8,0.97762964,0.996455943,0.005153798,0.183796658,3.093395326,0.074806184,0.048079756,0.032347465,0.064524283,0.064524283
WBGene00006628,tsp-2,0.977457992,0.996455943,0.008025597,0.284031855,3.012742475,0.241430055,0.097717458,0.171196191,0.06729395,0.171196191
WBGene00001935,his-61,0.978387164,0.996455943,0.006798542,0.250952191,4.740450879,0.18251777,0.010551286,0.199372055,0.036751046,0.199372055
WBGene00001956,hlh-12,0.978061528,0.996455943,0.00790418,0.287432429,2.26275672,0.236139451,0.169925575,0.103247606,0.105465762,0.105465762
WBGene00013726,Y106G6H.16,0.978214988,0.996455943,-0.002506767,0.091799906,6.220146279,0.024488173,0.001963299,0.026127443,0.023966338,0.026127443
WBGene00194883,B0496.11,0.978323856,0.996455943,-0.00831547,0.306049314,2.124450533,0.236787118,0.196657956,0.070114255,0.115562653,0.115562653
WBGene00017141,EEED8.13,0.978659321,0.996495711,-0.003159203,0.118102087,4.706303853,0.042176926,0.009400508,0.03449689,0.037093169,0.037093169
WBGene00022426,Y104H12D.2,0.978735702,0.996512333,-0.002146408,0.080528543,7.164919703,0.006138678,8.43E-04,0.005823196,0.020773379,0.020773379
WBGene00013007,Y48E1B.8,0.97886696,0.996584824,0.003684589,0.139096555,5.838956441,0.05854526,0.003174333,0.061318506,0.026243081,0.061318506
WBGene00005016,sqt-1,0.979348002,0.996646514,-0.006460121,0.249557213,7.044626897,0.185917619,0.001031543,0.206564465,0.021003742,0.206564465
WBGene00011164,chil-21,0.979270816,0.996646514,0.014386212,0.5536757,2.900173559,0.955794112,0.351897745,0.669958192,0.071559813,0.669958192
WBGene00011949,T23F6.1,0.979292164,0.996646514,-0.004309399,0.166024904,4.082660337,0.079440124,0.018671148,0.073209748,0.042985049,0.073209748
WBGene00001660,gop-1,0.979149386,0.996646514,0.002074639,0.079380585,7.518440848,0.006289911,5.29E-04,0.005818753,0.020474959,0.020474959
WBGene00017334,F10D2.8,0.979167898,0.996646514,-0.007308477,0.279888133,3.0847797,0.278059941,0.179368728,0.081755829,0.06480899,0.081755829
WBGene00021983,npr-5,0.978996982,0.996646514,0.002788967,0.105937954,5.20000555,0.021482233,0.005712225,0.018392553,0.031697275,0.031697275
WBGene00018387,F43C11.10,0.979214315,0.996646514,-0.008794024,0.337531463,1.890161757,0.357146391,0.244224865,0.073862837,0.13553343,0.13553343
WBGene00019484,K07D4.4,0.979584885,0.996826444,-0.010562539,0.412770976,2.065240876,0.560088996,0.135095082,0.432837846,0.120252065,0.432837846
WBGene00009089,jmjd-3.2,0.979824162,0.996943279,-0.005001513,0.197771444,4.433036699,0.209984575,0.015414071,0.114964409,0.039518672,0.114964409
WBGene00016156,C27A12.6,0.980120274,0.996943279,0.002100943,0.08431386,7.856264737,0.021160801,4.47E-04,0.023248965,0.020619279,0.023248965
WBGene00017625,cgt-2,0.979940922,0.996943279,-0.002587436,0.102908904,5.319226579,0.006642735,0.004849243,0.002523244,0.030451565,0.030451565
WBGene00008500,F01D5.10,0.980050429,0.996943279,-0.004886976,0.195434611,4.103423205,0.117693623,0.017261289,0.110054336,0.042730951,0.110054336
WBGene00006646,tsp-20,0.980105134,0.996943279,0.002885535,0.115712527,4.828194249,0.02702039,0.008812071,0.022026046,0.035819225,0.035819225
WBGene00194670,K07E3.9,0.980027987,0.996943279,0.00391154,0.156250216,4.333498391,0.073064957,0.012842589,0.068537844,0.040381501,0.068537844
WBGene00007799,nrx-1,0.979895217,0.996943279,-0.003272371,0.129854574,4.583562995,0.049729898,0.015639674,0.040567694,0.038229875,0.040567694
WBGene00011970,rlbp-1,0.980376822,0.997081987,0.001982527,0.080602026,7.592714582,0.020279295,4.27E-04,0.021228725,0.020473216,0.021228725
WBGene00020482,T13C2.7,0.980328337,0.997081987,-0.003879742,0.157346788,3.650481879,0.031158776,0.032213961,0.001652653,0.050312745,0.050312745
WBGene00016171,C27F2.10,0.980509729,0.997145671,0.002122089,0.086864552,7.902811498,0.024319556,4.06E-04,0.024745847,0.020669451,0.024745847
WBGene00016239,C30A5.4,0.980848302,0.997145671,-0.007929353,0.330315381,1.877706374,0.235916125,0.226987835,-0.015881034,0.136706335,0.136706335
WBGene00000295,cat-1,0.981408403,0.997145671,-0.003904212,0.167539576,3.331640612,0.060053322,0.036006035,0.03154774,0.057558996,0.057558996
WBGene00022250,Y73B6BL.29,0.981039749,0.997145671,-0.002167414,0.091200467,6.064418105,0.02307211,0.002898221,0.022243906,0.024826862,0.024826862
WBGene00044894,Y71F9AR.4,0.980659046,0.997145671,0.002288149,0.094385185,5.756794219,0.009496344,0.00289074,0.0079628,0.02680447,0.02680447
WBGene00019922,fbxc-28,0.981187956,0.997145671,-0.003349698,0.142059225,5.185713191,0.080532746,0.005786204,0.061483208,0.031851475,0.061483208
WBGene00009007,otub-3,0.981299769,0.997145671,-0.002016638,0.086036211,8.563960926,0.022461026,2.03E-04,0.024471397,0.022142143,0.024471397
WBGene00006606,tra-3,0.98119652,0.997145671,0.001969428,0.083560638,7.239319478,0.020228892,7.33E-04,0.022541672,0.020663586,0.022541672
WBGene00018229,F40C5.2,0.981741181,0.997145671,-0.007597528,0.331972258,2.277213259,0.332591581,0.071812262,0.295539673,0.104476001,0.295539673
WBGene00017813,F26A10.1,0.980733209,0.997145671,0.004879528,0.202053432,2.891725676,0.038327602,0.064187508,-0.022342011,0.07189779,0.07189779
WBGene00020754,T24A6.17,0.981741181,0.997145671,-0.007597528,0.331972258,2.277213259,0.332591581,0.071812262,0.295539673,0.104476001,0.295539673
WBGene00235294,Y69A2AR.47,0.98164657,0.997145671,0.005479938,0.238210088,2.918576638,0.174388595,0.079929844,0.109216976,0.070832268,0.109216976
WBGene00044305,rad-8,0.981709291,0.997145671,-0.001837369,0.080143432,7.288399722,0.008366676,8.04E-04,0.006578031,0.020605809,0.020605809
WBGene00000678,col-104,0.981166299,0.997145671,-0.004549873,0.192736212,6.903011313,0.109088791,0.00112892,0.122695239,0.021350553,0.122695239
WBGene00003380,mnm-2,0.981417137,0.997145671,0.0033463,0.143665676,3.939585443,0.073540475,0.020779264,0.048020157,0.04502515,0.048020157
WBGene00010712,K09B11.5,0.980917958,0.997145671,0.005416427,0.226457486,4.16523153,0.156450601,0.017644937,0.153298373,0.04202454,0.153298373
WBGene00002179,jph-1,0.981361915,0.997145671,0.002433575,0.104170324,6.789837966,0.03168123,0.001098494,0.035073027,0.021679529,0.035073027
WBGene00021558,Y45G5AM.6,0.981137304,0.997145671,0.002596692,0.109828824,4.995347405,0.021765264,0.00624549,0.018693512,0.033962412,0.033962412
WBGene00007655,C17H1.2,0.981687516,0.997145671,-0.011585775,0.504754021,1.74189456,0.819215161,0.539751858,0.309503547,0.150297631,0.309503547
WBGene00013437,Y66D12A.11,0.9811794,0.997145671,0.00506815,0.214840335,3.786650877,0.133637625,0.023584019,0.130270547,0.04770829,0.130270547
WBGene00015168,pdi-6,0.981035093,0.997145671,-0.001955396,0.082258959,8.63173133,0.010680146,1.81E-04,0.011800003,0.022373911,0.022373911
WBGene00019531,scrm-5,0.981761516,0.997145671,-0.004819955,0.21084169,3.800745122,0.135591421,0.024531907,0.123648821,0.047451029,0.123648821
WBGene00019824,R02D3.7,0.98186719,0.997191963,-0.001882038,0.082806788,8.16905533,0.021039682,2.92E-04,0.022564157,0.021094985,0.022564157
WBGene00002241,kup-1,0.981933248,0.997198016,0.001841697,0.081328167,8.479260677,0.0139175,1.73E-04,0.015357034,0.021874593,0.021874593
WBGene00003721,nhr-131,0.982280259,0.99721035,-0.002753862,0.123990705,4.580027762,0.026796697,0.012984679,0.012506741,0.03826097,0.03826097
WBGene00014117,clec-91,0.982340847,0.99721035,0.001958428,0.08847943,8.213183034,0.023392427,2.87E-04,0.025808794,0.021187308,0.025808794
WBGene00044371,ZC239.20,0.982281065,0.99721035,-0.004235978,0.190730627,3.76973665,0.117077988,0.026512361,0.094748212,0.048019825,0.094748212
WBGene00011941,T23B5.4,0.982216444,0.99721035,-0.002031599,0.091143043,6.005107647,0.027276965,0.002509472,0.024458363,0.025180709,0.025180709
WBGene00013479,Y69H2.1,0.982426179,0.99721035,-0.004211039,0.19117363,3.703966338,0.107249027,0.052310458,0.069514065,0.049262322,0.069514065
WBGene00003904,pabp-2,0.982194759,0.99721035,0.001815423,0.081345569,8.472420732,0.014166911,2.03E-04,0.015617819,0.021854041,0.021854041
WBGene00022459,Y110A7A.9,0.982391421,0.99721035,0.001776068,0.080471128,8.278252695,0.007890086,2.51E-04,0.008018783,0.021334493,0.021334493
WBGene00003995,pgp-1,0.982059197,0.99721035,0.004408378,0.196038078,6.274184901,0.461688024,0.002307605,0.125795488,0.023692039,0.125795488
WBGene00009137,bath-39,0.982575948,0.997272043,0.002367373,0.108398436,5.123618296,0.02872968,0.006636895,0.024155357,0.032530508,0.032530508
WBGene00021635,Y47G6A.5,0.982667263,0.997272043,-0.001939649,0.08928159,6.138692745,0.011794578,0.002166923,0.007791474,0.024403752,0.024403752
WBGene00013019,Y48G10A.2,0.982625501,0.997272043,-0.001763709,0.080987957,7.153819377,0.020294428,0.001071529,0.020379911,0.020791969,0.020791969
WBGene00007900,C33D9.6,0.983186709,0.997494165,0.002270317,0.107731268,5.47996538,0.029049468,0.009761111,0.01759512,0.028925642,0.028925642
WBGene00019313,btb-10,0.983181106,0.997494165,-0.003052886,0.144817523,4.735281688,0.086468107,0.009360664,0.060546386,0.036803717,0.060546386
WBGene00017019,D1014.6,0.983138938,0.997494165,-0.008688386,0.411113664,4.202876192,0.520848392,0.025825557,0.537555926,0.041626252,0.537555926
WBGene00018908,fncm-1,0.983008534,0.997494165,0.00203446,0.095526845,7.364917678,0.028049998,6.92E-04,0.029725935,0.020539804,0.029725935
WBGene00015095,B0261.7,0.982976429,0.997494165,-0.001723325,0.0807651,8.334291069,0.018673202,2.71E-04,0.018737412,0.021471947,0.021471947
WBGene00002222,klp-11,0.983295553,0.99752477,0.003619771,0.172885015,5.100081648,0.086311984,0.037465642,0.06216512,0.032791063,0.06216512
WBGene00013486,egas-1,0.983345816,0.99752477,-0.006894291,0.330274287,1.969060941,0.426320962,0.218956314,0.144647367,0.128374679,0.144647367
WBGene00012654,Y39A1A.16,0.983397227,0.99752477,0.003272193,0.157241431,3.611521877,0.058672734,0.031313286,0.028172678,0.05110294,0.05110294
WBGene00008726,F13A7.11,0.983642673,0.997690467,0.003508381,0.171121295,4.167226118,0.092779821,0.016926081,0.080682244,0.042002877,0.080682244
WBGene00010115,aakb-1,0.983873184,0.997690467,0.001834007,0.090732477,6.043267082,0.014694588,0.002489823,0.01130069,0.024951451,0.024951451
WBGene00015815,C16A11.2,0.983836242,0.997690467,0.001606255,0.079283427,7.768448166,0.017535122,4.08E-04,0.018730681,0.02054446,0.02054446
WBGene00011225,R10H10.7,0.983696282,0.997690467,0.001685916,0.082500979,7.867729844,0.021419318,3.96E-04,0.022291761,0.020630962,0.022291761
WBGene00021154,Y4C6A.4,0.983816458,0.997690467,0.00312082,0.153852784,3.656454361,0.071276595,0.028708734,0.045426284,0.050193531,0.050193531
WBGene00015352,C02F5.12,0.983921341,0.997690467,-0.001967183,0.097612544,5.623150528,0.018257645,0.003997321,0.015023698,0.027763375,0.027763375
WBGene00019055,F58F9.1,0.984110937,0.99782174,0.004929256,0.247510944,2.670432854,0.211636145,0.111481724,0.092723834,0.08170629,0.092723834
WBGene00011141,R08B4.5,0.984264288,0.997916248,-0.006211817,0.314951826,2.067054718,0.17985926,0.210543865,-0.010498862,0.120104977,0.120104977
WBGene00012021,T25E12.6,0.984368586,0.997961015,-0.001967262,0.100409836,5.442264607,0.045019824,0.004342494,0.022762187,0.029264623,0.029264623
WBGene00000667,col-92,0.984544367,0.998078243,-0.004265457,0.220186989,7.89995596,0.141338775,8.23E-04,0.160784862,0.020666163,0.160784862
WBGene00001758,gst-10,0.986761483,0.998095048,-0.002388599,0.143954093,6.594921873,0.060357813,0.001435972,0.067639964,0.022336269,0.067639964
WBGene00009200,F28C1.1,0.985569026,0.998095048,-0.001449511,0.080138704,8.194132009,0.015125727,2.61E-04,0.01475595,0.021146712,0.021146712
WBGene00009029,F21H7.3,0.988576207,0.998095048,-0.002985852,0.208537019,2.969914392,0.137342146,0.059297174,0.085661786,0.068864596,0.085661786
WBGene00017621,F20A1.10,0.986978735,0.998095048,-0.001492081,0.09142396,6.014499615,0.009593401,0.002737382,0.00460524,0.025123753,0.025123753
WBGene00022719,pdhk-2,0.988344152,0.998095048,-0.00116487,0.079736695,8.058712114,0.010811792,3.03E-04,0.010757862,0.020890367,0.020890367
WBGene00017125,acdh-12,0.98677382,0.998095048,0.001361732,0.082144296,8.619115567,0.006917554,1.63E-04,0.007443057,0.022329556,0.022329556
WBGene00010102,F55C9.5,0.985079455,0.998095048,-0.004348056,0.232501175,2.509481575,0.132529073,0.090071405,0.046020382,0.090117916,0.090117916
WBGene00021915,Y55D5A.1,0.985056823,0.998095048,0.002889282,0.154262944,3.892172384,0.068797328,0.023171963,0.056151556,0.045829308,0.056151556
WBGene00017370,F10G7.6,0.985319201,0.998095048,0.005202709,0.282745278,2.219634261,0.209780442,0.157992864,0.083229587,0.10849011,0.10849011
WBGene00003082,lsm-8,0.987985965,0.998095048,0.001195384,0.079385652,7.637624417,0.018810034,5.26E-04,0.019506161,0.020481395,0.020481395
WBGene00009625,F41E7.9,0.984908167,0.998095048,-0.010571348,0.558859391,1.884754537,0.961079313,0.161720485,0.879358913,0.136041156,0.879358913
WBGene00021468,epg-2,0.986903463,0.998095048,-0.002144818,0.13066356,7.583775814,0.086640411,5.88E-04,0.056321557,0.020472415,0.056321557
WBGene00020411,T10E9.1,0.987410445,0.998095048,0.001278078,0.080997016,7.483973295,0.020429273,6.29E-04,0.021239283,0.020482284,0.021239283
WBGene00018104,fbxb-53,0.988074285,0.998095048,-0.002108103,0.141036443,3.970962267,0.055948947,0.021775247,0.031311627,0.044529014,0.044529014
WBGene00021298,Y27F2A.6,0.986241642,0.998095048,-0.002877609,0.166872074,3.369451336,0.050191137,0.036227589,0.019664721,0.056593374,0.056593374
WBGene00008660,clec-153,0.984704289,0.998095048,-0.003209843,0.167427829,4.605135568,0.084009076,0.010510538,0.082929722,0.038038533,0.082929722
WBGene00022470,mrpl-19,0.987369042,0.998095048,-0.001260821,0.079641446,7.401508963,0.007350183,6.26E-04,0.006676527,0.020516766,0.020516766
WBGene00016728,C46H11.2,0.98813407,0.998095048,-0.001414903,0.095136865,5.72242391,0.012457796,0.003124211,0.010479671,0.027045866,0.027045866
WBGene00003645,nhr-55,0.98709863,0.998095048,0.001846142,0.114169602,4.85865229,0.028948712,0.007962745,0.025002488,0.035486249,0.035486249
WBGene00015597,fbxa-162,0.986247398,0.998095048,-0.007718248,0.447767331,1.881218175,0.609984897,0.16935156,0.498967048,0.136374426,0.498967048
WBGene00000664,col-89,0.986822412,0.998095048,-0.002891291,0.175055651,4.046043719,0.090151807,0.022028205,0.080120065,0.043456488,0.080120065
WBGene00012871,Y45F10B.3,0.986655107,0.998095048,-0.002607642,0.155902378,4.098063388,0.073149308,0.019353369,0.061665137,0.042795676,0.061665137
WBGene00022785,ZK652.6,0.988621468,0.998095048,-0.001135139,0.079595409,7.715515191,0.009441357,6.06E-04,0.008816258,0.020511939,0.020511939
WBGene00219299,C01G12.16,0.988651251,0.998095048,-0.004132207,0.290508951,2.000584989,0.25039713,0.155676848,0.05000185,0.125641321,0.125641321
WBGene00001165,efn-4,0.985203565,0.998095048,0.001886944,0.101745923,5.375479363,0.032414774,0.004612838,0.022428182,0.029894604,0.029894604
WBGene00000784,cpr-4,0.987303405,0.998095048,0.001631336,0.102512747,9.018846436,0.036250376,1.08E-04,0.034921305,0.024019234,0.034921305
WBGene00007823,C30H6.5,0.987226907,0.998095048,-0.002312079,0.144420238,5.376426563,0.060539399,0.005391113,0.064132904,0.029885423,0.064132904
WBGene00011441,T04F8.2,0.987284056,0.998095048,-0.001292606,0.081103446,7.069534978,0.004562419,9.75E-04,0.004076302,0.020950944,0.020950944
WBGene00016599,C42D8.1,0.98611504,0.998095048,0.001954738,0.112321261,4.973777555,0.02123498,0.007849041,0.012524977,0.034204511,0.034204511
WBGene00011805,T16G12.4,0.98830928,0.998095048,-0.001380228,0.09419636,5.979426387,0.037394316,0.002349609,0.027226904,0.025338192,0.027226904
WBGene00015741,C13F10.1,0.9880963,0.998095048,-0.002070226,0.138758539,3.958445848,0.028656434,0.019456493,0.013378812,0.04472328,0.04472328
WBGene00009923,F52B5.7,0.985755495,0.998095048,-0.001995587,0.111773893,5.951880001,0.037165681,0.002678286,0.038966391,0.025509914,0.038966391
WBGene00009380,F34H10.3,0.985164761,0.998095048,-0.001624409,0.087360671,6.306582804,0.005286773,0.001905794,0.003910027,0.023533829,0.023533829
WBGene00013898,ZC443.3,0.986835993,0.998095048,0.001616876,0.097996116,5.570739478,0.025019733,0.003846414,0.024200428,0.028164382,0.028164382
WBGene00000733,col-160,0.985985162,0.998095048,-0.002258785,0.128589242,9.448157473,0.048130989,8.59E-05,0.055031382,0.026564307,0.055031382
WBGene00021889,Y54G2A.24,0.986200688,0.998095048,0.005062893,0.292724942,2.97540342,0.264992278,0.079589671,0.206036634,0.068659506,0.206036634
WBGene00008558,F07H5.7,0.987233533,0.998095048,0.002568452,0.160517478,3.487373942,0.066130907,0.032104407,0.036400007,0.053781796,0.053781796
WBGene00010580,K05C4.3,0.986813115,0.998095048,-0.004806169,0.290788424,2.044522985,0.175229254,0.159911872,0.04247778,0.12194782,0.12194782
WBGene00017147,EGAP2.1,0.988445043,0.998095048,0.001339593,0.092497365,5.928368938,0.024573336,0.002860472,0.024803966,0.025658737,0.025658737
WBGene00015940,zipt-3,0.985908131,0.998095048,0.001453287,0.082281132,6.878658567,0.007100053,0.001149595,0.006480103,0.021417687,0.021417687
WBGene00001515,gap-1,0.98479239,0.998095048,0.002441142,0.128069548,4.54161384,0.05011151,0.011658744,0.043013953,0.038594911,0.043013953
